name,description,ownerV2/__typename,ownerV2/data/__typename,ownerV2/data/name,ownerV2/data/uri,ownerV2/data/username,playlistUrl,uri
The Funeral – Band of Horses,,UserResponseWrapper,User,Hildur Þóra Hákonardóttir,spotify:user:11139847259,11139847259,https://open.spotify.com/playlist/4trORU3EKAvxdraIAzMBvD,spotify:playlist:4trORU3EKAvxdraIAzMBvD
Play this shit at my funeral 🤌🏻🖕🏻,,UserResponseWrapper,User,kassidywolfe04,spotify:user:kassidywolfe04,kassidywolfe04,https://open.spotify.com/playlist/3uUDbouMUzcpFFSdlzeLem,spotify:playlist:3uUDbouMUzcpFFSdlzeLem
Diggy Graves: Crash My Funeral Tour 2025,With Resentvul ,UserResponseWrapper,User,StephB,spotify:user:jeepgirltj,jeepgirltj,https://open.spotify.com/playlist/2h9SUDAxSmdX7epIYWztgP,spotify:playlist:2h9SUDAxSmdX7epIYWztgP
Funeral Canticle Radio,"With Academy of Ancient Music, Henry Purcell, Hildegard von Bingen and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8EKPHRPvXDaA,spotify:playlist:37i9dQZF1E8EKPHRPvXDaA
Funeral Playlist,,UserResponseWrapper,User,IHatePeople,spotify:user:9kefxl5tf3ipuzivhah80r8kv,9kefxl5tf3ipuzivhah80r8kv,https://open.spotify.com/playlist/55dQSWtIp9rKaOo9pVp8fG,spotify:playlist:55dQSWtIp9rKaOo9pVp8fG
Songs to play at my funeral,woah,UserResponseWrapper,User,ur.favolicza,spotify:user:31timwfn5kolunt2wlc3e6lwfnc4,31timwfn5kolunt2wlc3e6lwfnc4,https://open.spotify.com/playlist/6GP8IPyczwbriU1VfTPGI7,spotify:playlist:6GP8IPyczwbriU1VfTPGI7
Songs that could resurrect me at my funeral ,The songs I can bust a proper move to or the ones I used to listen to when I was a wee lad,UserResponseWrapper,User,Loochieman,spotify:user:1st9qj9fjh6qaf58spp6rxndf,1st9qj9fjh6qaf58spp6rxndf,https://open.spotify.com/playlist/46egWFnWBCk3e2gDbwi3MG,spotify:playlist:46egWFnWBCk3e2gDbwi3MG
is this a funeral,(un?)ironically made at a funeral : my favs ‼️💜,UserResponseWrapper,User,marrz★,spotify:user:lbxl4u8520cjqwmvkfvzlykuy,lbxl4u8520cjqwmvkfvzlykuy,https://open.spotify.com/playlist/1XhH5SVDk8znoBCmz4RZZN,spotify:playlist:1XhH5SVDk8znoBCmz4RZZN
Missing someone who passed away ,Fly high my lola,UserResponseWrapper,User,Nathaniel Andrei Anastacio,spotify:user:31q7swdogc6pfbbqlbztuciqxk74,31q7swdogc6pfbbqlbztuciqxk74,https://open.spotify.com/playlist/4g2mNzIuk0XpEv91HuyJat,spotify:playlist:4g2mNzIuk0XpEv91HuyJat
"If any of these aren't played at my funeral, I ain't dying",,UserResponseWrapper,User,Lil Waaaa,spotify:user:oc4xpedippjra4rt77jqy1xaz,oc4xpedippjra4rt77jqy1xaz,https://open.spotify.com/playlist/1e2C63O6GPBVkqFbZuC5tI,spotify:playlist:1e2C63O6GPBVkqFbZuC5tI
♡Rosegarden Funeral Party ♡,,UserResponseWrapper,User,#Strawberrygirl,spotify:user:le4knsdpwsawyz71wj3gi2t4w,le4knsdpwsawyz71wj3gi2t4w,https://open.spotify.com/playlist/2Dk36YhUDYMhqdEphuuziF,spotify:playlist:2Dk36YhUDYMhqdEphuuziF
play ts at my funeral or im bringing you to hell with me,,UserResponseWrapper,User,Ison,spotify:user:31fcm4bfo4zstqhh5e5immsvjtge,31fcm4bfo4zstqhh5e5immsvjtge,https://open.spotify.com/playlist/59ll7ipE62u6Qlm6VFqmoJ,spotify:playlist:59ll7ipE62u6Qlm6VFqmoJ
a grieving widow  🕸️ Widowmaker playlist,,UserResponseWrapper,User,KIOYARII,spotify:user:vickyngaayk,vickyngaayk,https://open.spotify.com/playlist/7sAzPFub0JDMEiAeBxhaBc,spotify:playlist:7sAzPFub0JDMEiAeBxhaBc
The Best Country Songs About Death,,UserResponseWrapper,User,Holler,spotify:user:tuv2eiwirhcfyt39mtgzuucqx,tuv2eiwirhcfyt39mtgzuucqx,https://open.spotify.com/playlist/0MMWjbJguIo330PgLyxCN7,spotify:playlist:0MMWjbJguIo330PgLyxCN7
Play@my funeral v3,,UserResponseWrapper,User,Jayden Fobert,spotify:user:ch3wf3tt,ch3wf3tt,https://open.spotify.com/playlist/18WBB7uEkRUk5zL55iIvbi,spotify:playlist:18WBB7uEkRUk5zL55iIvbi
rap about grief,,UserResponseWrapper,User,Kyle Adams,spotify:user:1292814753,1292814753,https://open.spotify.com/playlist/7Esbli45CMBkfRqr4CE77m,spotify:playlist:7Esbli45CMBkfRqr4CE77m
The Grief Playlist,A playlist for when God says no. Good songs for grief and lament.,UserResponseWrapper,User,Sarah Sparks,spotify:user:121436318,121436318,https://open.spotify.com/playlist/4BTczhNEhozscFgVVcxNlR,spotify:playlist:4BTczhNEhozscFgVVcxNlR
Calmly dying,,UserResponseWrapper,User,1Elise2manyplaylist,spotify:user:31u7w2szjsfmbbrtkdublhmozumu,31u7w2szjsfmbbrtkdublhmozumu,https://open.spotify.com/playlist/7jyZCLUEP7Bxn9F8fdHtVQ,spotify:playlist:7jyZCLUEP7Bxn9F8fdHtVQ
In My Youth,I dedicate this list to the Holloway family. If it wasn&#x27;t for the family reunions weddings funerals block parties and many cookouts when I was a child this playlist wouldn&#x27;t exist,UserResponseWrapper,User,demt2005,spotify:user:demt2005,demt2005,https://open.spotify.com/playlist/45QZk8mcvj4KJsuvwEl8b2,spotify:playlist:45QZk8mcvj4KJsuvwEl8b2
Late Night Mournings 🫥,,UserResponseWrapper,User,Ryan Marcos,spotify:user:22bt4hla5i2qw4x2nknb6ozvi,22bt4hla5i2qw4x2nknb6ozvi,https://open.spotify.com/playlist/7lwSQNZywZm3sRzArJxhN1,spotify:playlist:7lwSQNZywZm3sRzArJxhN1
Grief Mix,,UserResponseWrapper,User,BerriesTakingOverTheEarth,spotify:user:vh6dwd4bwltxi4y6yohuxev6t,vh6dwd4bwltxi4y6yohuxev6t,https://open.spotify.com/playlist/5QsNkT2OrWyAepgTzJVGUg,spotify:playlist:5QsNkT2OrWyAepgTzJVGUg
Grief Journey,,UserResponseWrapper,User,Debbie Hales,spotify:user:1270549172,1270549172,https://open.spotify.com/playlist/7fGlHP4RjamDX3Xm2jOTgr,spotify:playlist:7fGlHP4RjamDX3Xm2jOTgr
A lesbian died on this bed,"How tragic, this is what played during the funeral.",UserResponseWrapper,User,Ravaged Rat,spotify:user:jgptxtbyn4ngacao262zu6pe7,jgptxtbyn4ngacao262zu6pe7,https://open.spotify.com/playlist/5Jy5ZdW6joHObyDg7BUrzM,spotify:playlist:5Jy5ZdW6joHObyDg7BUrzM
Funeral Radio,"With Jas Von, Lou Ridley, Rayna Magee and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8LDPPCIDiQ3R,spotify:playlist:37i9dQZF1E8LDPPCIDiQ3R
My funeral playlist pt2,,UserResponseWrapper,User,baconbunch413,spotify:user:baconbunch413,baconbunch413,https://open.spotify.com/playlist/5ZxrM26jIPlsM3Z5BWSay6,spotify:playlist:5ZxrM26jIPlsM3Z5BWSay6
for my funeral,,UserResponseWrapper,User,harleykat,spotify:user:harleykat,harleykat,https://open.spotify.com/playlist/6idDYnaNqtniEVLsmA47NY,spotify:playlist:6idDYnaNqtniEVLsmA47NY
songs to play at my funeral,on full blast,UserResponseWrapper,User,shiningchi,spotify:user:w9ddsa0ut75nrgcygy0o7sdq5,w9ddsa0ut75nrgcygy0o7sdq5,https://open.spotify.com/playlist/6u68OtlxEqUtqz2kyN69dj,spotify:playlist:6u68OtlxEqUtqz2kyN69dj
Funeral playlist ,,UserResponseWrapper,User,Iker.Bustamante,spotify:user:bustamante913,bustamante913,https://open.spotify.com/playlist/2i3MHXimIseO4hSFEncZJX,spotify:playlist:2i3MHXimIseO4hSFEncZJX
Play them Blues at my Funeral Radio,"With Hammer to the Cross, OUTLAW GOSPEL, Christian Music Creations and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8NGFgPw19yRM,spotify:playlist:37i9dQZF1E8NGFgPw19yRM
Songs to to play at my funeral🪦,,UserResponseWrapper,User,Mackenzie Johnke,spotify:user:22zyf7jetwez5kow6gbkki3ba,22zyf7jetwez5kow6gbkki3ba,https://open.spotify.com/playlist/3nb82KbbUANZL28xMDgj9F,spotify:playlist:3nb82KbbUANZL28xMDgj9F
play this during my funeral,,UserResponseWrapper,User,averie,spotify:user:q3xshmbxe35s3lmgeb0mb9w0d,q3xshmbxe35s3lmgeb0mb9w0d,https://open.spotify.com/playlist/51yrI8dLybxSo0ZjPuT183,spotify:playlist:51yrI8dLybxSo0ZjPuT183
"[2026.03.06] Twin Cities Takeover : Three Days Grace - I Prevail, The Funeral Portrait, Sleep Theory",,UserResponseWrapper,User,RS II,spotify:user:121602836,121602836,https://open.spotify.com/playlist/5RQAIMuFv1zJEuwoDUgUOZ,spotify:playlist:5RQAIMuFv1zJEuwoDUgUOZ
"if you played these at my funeral and I dont sing, Im dead fr 😔",,UserResponseWrapper,User,Scarlette,spotify:user:31zdccjfrv2dx2bjgbtsgvlb7xxq,31zdccjfrv2dx2bjgbtsgvlb7xxq,https://open.spotify.com/playlist/3RlLqT6Qna5uBo7WwoRRI2,spotify:playlist:3RlLqT6Qna5uBo7WwoRRI2
Play these at my funeral,"Please play at wake, viewing, service, and the reading of my will.",UserResponseWrapper,User,John 🪓💽,spotify:user:mzbtbblh0ivuxm5bvoqxf4v4o,mzbtbblh0ivuxm5bvoqxf4v4o,https://open.spotify.com/playlist/2g3bWJ2j2pZQwQ6xewR8aV,spotify:playlist:2g3bWJ2j2pZQwQ6xewR8aV
She Wants Revenge / Rosegarden Funeral Party - 4/23 LA,,UserResponseWrapper,User,Abe,spotify:user:abezawesome,abezawesome,https://open.spotify.com/playlist/0NUZ6OIilNQjm8rIzVL5vZ,spotify:playlist:0NUZ6OIilNQjm8rIzVL5vZ
Kat slaters funeral,,UserResponseWrapper,User,Jade Robinson,spotify:user:21zgfccna5tyzfqfcuxhcl4yy,21zgfccna5tyzfqfcuxhcl4yy,https://open.spotify.com/playlist/3DCOqBWj1h1pjHu441Wwhb,spotify:playlist:3DCOqBWj1h1pjHu441Wwhb
Must be an erection at a funeral the way they hate to see me up,On foenem,UserResponseWrapper,User,miA oreZ,spotify:user:yoloioio,yoloioio,https://open.spotify.com/playlist/13hgFmXRyWXx9QfffDksLp,spotify:playlist:13hgFmXRyWXx9QfffDksLp
Play this at my funeral,,UserResponseWrapper,User,Dakamoral@gmail.com,spotify:user:31nojldrhz24qchq2lhqk5ky42ii,31nojldrhz24qchq2lhqk5ky42ii,https://open.spotify.com/playlist/4RxNnN2e9dPdD5f4RJn3Kk,spotify:playlist:4RxNnN2e9dPdD5f4RJn3Kk
Hu tao playlist (⁠.⁠ ⁠❛⁠ ⁠ᴗ⁠ ⁠❛⁠.⁠),"Hu Tao is a reverent funeral director,influential poet and spirit soother carrying rituals that cleanse the evils from gods",UserResponseWrapper,User,Gorou,spotify:user:31rq5i5l4uxvgd4hb3xyq34hg2bu,31rq5i5l4uxvgd4hb3xyq34hg2bu,https://open.spotify.com/playlist/25YDhp0QdKfoonhkf7qPl9,spotify:playlist:25YDhp0QdKfoonhkf7qPl9
This Is Funeral Oration,"This is Funeral Oration. The essential tracks, all in one playlist.",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1DZ06evO24k2c5,spotify:playlist:37i9dQZF1DZ06evO24k2c5
Rest In Peace (RIP),"A playlist for every Loved One we&#x27;ve lost. Just for remembering them and telle them wherever they are, that we still thinking about them and we still love them. Rest In Peace my Love, Father, Mother, Sister, Brother, GrandMa, GrandPa, Anty, Uncle, my Friend. Hope we see us again🙏🏿.",UserResponseWrapper,User,Sop Soppi,spotify:user:96eh39laa49jqeul2ipucysis,96eh39laa49jqeul2ipucysis,https://open.spotify.com/playlist/7sjjwgXkg1KWeTThOcgEAr,spotify:playlist:7sjjwgXkg1KWeTThOcgEAr
⏳️,"Surviving off of pure vibes at this point--if I kms, play this playlist at my funeral &lt;3 || Current favorite artists: hannah bahng, haiden hendedson, mico",UserResponseWrapper,User,tess4fun ⋆ °. ✮ ˙,spotify:user:p8r2qit4b13mcgqc6cdu553an,p8r2qit4b13mcgqc6cdu553an,https://open.spotify.com/playlist/4Gyq7Nl57UfNJQYkjSVHJb,spotify:playlist:4Gyq7Nl57UfNJQYkjSVHJb
quietly dying,,UserResponseWrapper,User,Hollow22,spotify:user:omv8q0ejj5l3y6i67y1wlkj1s,omv8q0ejj5l3y6i67y1wlkj1s,https://open.spotify.com/playlist/32is9tDSDmLxOlwmr2ZJuI,spotify:playlist:32is9tDSDmLxOlwmr2ZJuI
Casa funeraria,,UserResponseWrapper,User,Mark 89,spotify:user:tf6zmjif965w01wxn2y3in4hc,tf6zmjif965w01wxn2y3in4hc,https://open.spotify.com/playlist/2AXPzgaDIFwNUHJDpZDB3q,spotify:playlist:2AXPzgaDIFwNUHJDpZDB3q
D.r.i.p. (don't rest in peace),Long ahhh funeral,UserResponseWrapper,User,UNJU5T,spotify:user:31lc2wwh56tucl5sx3v64ierczzu,31lc2wwh56tucl5sx3v64ierczzu,https://open.spotify.com/playlist/5oiFoyzmvbn1fTWfbr0A8e,spotify:playlist:5oiFoyzmvbn1fTWfbr0A8e
98 Rock Spring Thing Returns,"Three Days Grace with I Prevail, Sleep Theory, and The Funeral Portrait              CFG Bank Arena, Baltimore, MD              March 13,2026",UserResponseWrapper,User,zorty63,spotify:user:zorty63,zorty63,https://open.spotify.com/playlist/7FYm40gUHupIcpNlzJjMeL,spotify:playlist:7FYm40gUHupIcpNlzJjMeL
grief.,i miss my brother.,UserResponseWrapper,User,sophia watts,spotify:user:31br7i2cw4ude6puogaqcthaa2ba,31br7i2cw4ude6puogaqcthaa2ba,https://open.spotify.com/playlist/3tqlJAS3aRKNc8zUT1wock,spotify:playlist:3tqlJAS3aRKNc8zUT1wock
Grief Music,,UserResponseWrapper,User,RetroMenaceZane,spotify:user:21r246z4ov7hjzyrma43c6j2q,21r246z4ov7hjzyrma43c6j2q,https://open.spotify.com/playlist/5yJqr01NWkAnzfdwgtikd3,spotify:playlist:5yJqr01NWkAnzfdwgtikd3
RIP mama🕊♥️🕊,,UserResponseWrapper,User,Missmsobo,spotify:user:31oqoqi4lqvryvhhp6yleq7kwjeu,31oqoqi4lqvryvhhp6yleq7kwjeu,https://open.spotify.com/playlist/7ggOaSjpjHkGrXGCDgI5lm,spotify:playlist:7ggOaSjpjHkGrXGCDgI5lm
‎ ,,UserResponseWrapper,User,A,spotify:user:jvw086xq4rxjekge4q8jyaqnm,jvw086xq4rxjekge4q8jyaqnm,https://open.spotify.com/playlist/0Csb8WRsNnGDOVWhSYzKKk,spotify:playlist:0Csb8WRsNnGDOVWhSYzKKk
Grief Folk,,UserResponseWrapper,User,Caroline Grace Fullerton,spotify:user:1265782750,1265782750,https://open.spotify.com/playlist/0o0OKSAZESoH6FRgmJnMNO,spotify:playlist:0o0OKSAZESoH6FRgmJnMNO
Sonnets for the recently deceased,,UserResponseWrapper,User,Alkvist,spotify:user:dyyezr46cvq7btru7wc0ilrx0,dyyezr46cvq7btru7wc0ilrx0,https://open.spotify.com/playlist/2z1auUTY8vcjVwAt45qI5f,spotify:playlist:2z1auUTY8vcjVwAt45qI5f
After the Burial,,UserResponseWrapper,User,zachg,spotify:user:n3rlkj1o6t22eokr5p5ama30o,n3rlkj1o6t22eokr5p5ama30o,https://open.spotify.com/playlist/0sRv97KOlul3R6zG1hvk2w,spotify:playlist:0sRv97KOlul3R6zG1hvk2w
Funeral Playlist,"If I was good enough to earn a funeral (let alone people to attend), this is the vibe. ",UserResponseWrapper,User,Jusinojh,spotify:user:jh7r3crjhyx0ew3b6ezl5ykp5,jh7r3crjhyx0ew3b6ezl5ykp5,https://open.spotify.com/playlist/55SJFLw8DcyHfJ6H6pg8V8,spotify:playlist:55SJFLw8DcyHfJ6H6pg8V8
Play These At My Funeral,,UserResponseWrapper,User,Ashley Sperry,spotify:user:ghp60kr16t671ry8lx9quornb,ghp60kr16t671ry8lx9quornb,https://open.spotify.com/playlist/7u44ZSjY2kLDttch0Ox1Yc,spotify:playlist:7u44ZSjY2kLDttch0Ox1Yc
Weddings & Funerals,,UserResponseWrapper,User,Hazey,spotify:user:rncrena9aua5lv2pu8l9ft1m0,rncrena9aua5lv2pu8l9ft1m0,https://open.spotify.com/playlist/4ADcBAf8mlTaP2dNs3J1FQ,spotify:playlist:4ADcBAf8mlTaP2dNs3J1FQ
my funeral,please play when i die so i can listen in the afterlife and won&#x27;t cry when i&#x27;m reborn :&#x27;) ,UserResponseWrapper,User,Joe Allen-Ogsbury,spotify:user:jogsbury98,jogsbury98,https://open.spotify.com/playlist/1vvCSLT4801QOwp47sClHR,spotify:playlist:1vvCSLT4801QOwp47sClHR
plailist para funeral,,UserResponseWrapper,User,Resa,spotify:user:zs5n1bqcy9uuqayq5cq6i5gcn,zs5n1bqcy9uuqayq5cq6i5gcn,https://open.spotify.com/playlist/679QmERiEQPfpoxXuwdjOM,spotify:playlist:679QmERiEQPfpoxXuwdjOM
crying cause my dog died,sad songs for when your pet youve had since you were one dies,UserResponseWrapper,User,finnn,spotify:user:dsni992mcciof62dxq2tvbdoi,dsni992mcciof62dxq2tvbdoi,https://open.spotify.com/playlist/4WIcLykdDZT9EASmvD5oqH,spotify:playlist:4WIcLykdDZT9EASmvD5oqH
"Death Doom, Doomed Death",A playlist covering both Death doom and Funeral Doom. Find me on Instagram to pitch bands and talk music: @tito.vsp,UserResponseWrapper,User,Tito Vespasiani,spotify:user:titohelios,titohelios,https://open.spotify.com/playlist/4FkMN6CAkoywP6wLOzYhBu,spotify:playlist:4FkMN6CAkoywP6wLOzYhBu
For Her Grave,,UserResponseWrapper,User,Taeke van Waveren,spotify:user:317wvfqvhfyifmeolqcty5od4iru,317wvfqvhfyifmeolqcty5od4iru,https://open.spotify.com/playlist/6hji6KvYebHnZgBazCeDC1,spotify:playlist:6hji6KvYebHnZgBazCeDC1
u passed away too early,the only thing which stays till the end is memory,UserResponseWrapper,User,chle,spotify:user:8iqry9agz96nwdjcfzy8td59d,8iqry9agz96nwdjcfzy8td59d,https://open.spotify.com/playlist/65Esr4i0Hnd2O6fyHFj0Dv,spotify:playlist:65Esr4i0Hnd2O6fyHFj0Dv
Good Songs,"To be played at funerals, weddings, and divorces",UserResponseWrapper,User,K de los Cuetos,spotify:user:l39383e3pj4vqahcgp7nl6vto,l39383e3pj4vqahcgp7nl6vto,https://open.spotify.com/playlist/3yOcBiQI9LmZjhwLHaFMb1,spotify:playlist:3yOcBiQI9LmZjhwLHaFMb1
